record_id,machine_id,original_product_id,timestamp,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,machine_failure,failure_type
REC-02389,CONV-02,M17248,2026-04-10 12:00:00,299.2,308.5,1526,37.3,135,0,No Failure
REC-02390,PRESS-01,L49569,2026-04-10 13:00:00,299.2,308.5,1867,27.0,138,0,No Failure
REC-02391,PRESS-01,L49570,2026-04-10 14:00:00,299.2,308.5,1487,41.2,140,0,No Failure
REC-02392,PRESS-01,L49571,2026-04-10 15:00:00,299.2,308.4,1580,32.6,142,0,No Failure
REC-02393,PRESS-01,L49572,2026-04-10 16:00:00,299.2,308.5,1340,50.0,144,0,No Failure
REC-02394,PRESS-01,L49573,2026-04-10 17:00:00,299.2,308.5,1544,41.6,146,0,No Failure
REC-02395,PRESS-01,L49574,2026-04-10 18:00:00,299.2,308.5,1488,40.3,148,0,No Failure
REC-02396,CONV-01,M17255,2026-04-10 19:00:00,299.2,308.5,1742,28.9,150,0,No Failure
REC-02397,CONV-02,M17256,2026-04-10 20:00:00,299.1,308.5,1592,34.2,153,0,No Failure
REC-02398,PRESS-01,L49577,2026-04-10 21:00:00,299.2,308.6,1582,38.8,156,0,No Failure
REC-02399,PRESS-01,L49578,2026-04-10 22:00:00,299.2,308.5,1490,43.2,158,0,No Failure
REC-02400,CONV-01,M17259,2026-04-10 23:00:00,299.2,308.5,1594,35.8,160,0,No Failure
REC-02401,CNC-02,H31814,2026-04-11 00:00:00,299.2,308.6,1462,55.0,163,0,No Failure
REC-02402,CONV-02,M17261,2026-04-11 01:00:00,299.2,308.6,1367,47.6,168,0,No Failure
REC-02403,PRESS-01,L49582,2026-04-11 02:00:00,299.2,308.7,1325,51.0,171,0,No Failure
REC-02404,CNC-03,H31817,2026-04-11 03:00:00,299.2,308.7,1448,51.4,173,0,No Failure
REC-02405,CONV-01,M17264,2026-04-11 04:00:00,299.1,308.7,2008,20.3,178,0,No Failure
REC-02406,PRESS-01,L49585,2026-04-11 05:00:00,299.1,308.7,1498,38.9,181,0,No Failure
REC-02407,PRESS-01,L49586,2026-04-11 06:00:00,299.1,308.6,1437,41.6,183,0,No Failure
REC-02408,CONV-02,M17267,2026-04-11 07:00:00,299.1,308.6,1499,45.1,185,0,No Failure
REC-02409,PRESS-01,L49588,2026-04-11 08:00:00,299.0,308.4,1356,52.6,188,0,No Failure
REC-02410,PRESS-01,L49589,2026-04-11 09:00:00,299.1,308.5,1539,46.8,190,0,No Failure
REC-02411,PRESS-01,L49590,2026-04-11 10:00:00,299.1,308.5,1689,32.1,192,0,No Failure
REC-02412,PRESS-01,L49591,2026-04-11 11:00:00,299.0,308.5,1559,38.1,194,0,No Failure
REC-02413,PRESS-01,L49592,2026-04-11 12:00:00,299.1,308.6,1408,46.7,196,0,No Failure
REC-02414,PRESS-01,L49593,2026-04-11 13:00:00,299.0,308.5,1886,23.0,198,0,No Failure
REC-02415,PRESS-01,L49594,2026-04-11 14:00:00,299.1,308.5,1415,43.4,0,0,No Failure
REC-02416,CONV-01,M17275,2026-04-11 15:00:00,299.1,308.5,1587,35.6,2,0,No Failure
REC-02417,PRESS-01,L49596,2026-04-11 16:00:00,299.0,308.4,1571,38.6,5,0,No Failure
REC-02418,PRESS-01,L49597,2026-04-11 17:00:00,298.9,308.3,1576,36.6,7,0,No Failure
REC-02419,PRESS-01,L49598,2026-04-11 18:00:00,298.9,308.3,1660,34.4,9,0,No Failure
REC-02420,CONV-02,M17279,2026-04-11 19:00:00,298.9,308.2,1328,49.2,11,0,No Failure
REC-02421,CNC-01,H31834,2026-04-11 20:00:00,298.8,308.2,1450,44.7,14,0,No Failure
REC-02422,PRESS-01,L49601,2026-04-11 21:00:00,298.9,308.2,2384,15.0,19,0,No Failure
REC-02423,PRESS-01,L49602,2026-04-11 22:00:00,298.8,308.2,1443,53.4,21,0,No Failure
REC-02424,CONV-01,M17283,2026-04-11 23:00:00,298.9,308.2,2022,20.0,23,0,No Failure
REC-02425,PRESS-01,L49604,2026-04-12 00:00:00,298.9,308.2,1828,23.8,26,0,No Failure
REC-02426,PRESS-01,L49605,2026-04-12 01:00:00,298.8,308.1,1472,53.5,28,0,No Failure
REC-02427,CONV-02,M17286,2026-04-12 02:00:00,298.9,308.2,1372,63.6,30,1,Power Failure
REC-02428,PRESS-01,L49607,2026-04-12 03:00:00,298.9,308.3,1855,23.8,33,0,No Failure
REC-02429,CONV-01,M17288,2026-04-12 04:00:00,299.0,308.3,1377,47.2,35,0,No Failure
REC-02430,PRESS-01,L49609,2026-04-12 05:00:00,298.9,308.3,1432,48.9,38,0,No Failure
REC-02431,CONV-02,M17290,2026-04-12 06:00:00,298.9,308.2,1335,47.8,40,0,No Failure
REC-02432,CONV-01,M17291,2026-04-12 07:00:00,298.9,308.2,1411,51.3,43,0,No Failure
REC-02433,PRESS-01,L49612,2026-04-12 08:00:00,298.9,308.2,1510,43.5,46,0,No Failure
REC-02434,PRESS-01,L49613,2026-04-12 09:00:00,299.0,308.3,1441,44.0,48,0,No Failure
REC-02435,CONV-02,M17294,2026-04-12 10:00:00,299.0,308.2,1358,42.7,50,0,No Failure
REC-02436,PRESS-01,L49615,2026-04-12 11:00:00,298.9,308.2,1686,30.4,53,0,No Failure
REC-02437,CNC-02,H31850,2026-04-12 12:00:00,299.0,308.2,1662,30.4,55,0,No Failure
REC-02438,PRESS-01,L49617,2026-04-12 13:00:00,299.1,308.3,1426,40.1,60,0,No Failure
REC-02439,CONV-01,M17298,2026-04-12 14:00:00,299.1,308.4,1330,53.6,62,0,No Failure
REC-02440,PRESS-01,L49619,2026-04-12 15:00:00,299.1,308.4,1693,31.6,65,0,No Failure
REC-02441,PRESS-01,L49620,2026-04-12 16:00:00,299.1,308.4,1426,47.9,67,0,No Failure
REC-02442,PRESS-01,L49621,2026-04-12 17:00:00,299.1,308.5,1676,31.0,69,0,No Failure
REC-02443,CONV-02,M17302,2026-04-12 18:00:00,299.1,308.4,1332,51.7,71,0,No Failure
REC-02444,PRESS-01,L49623,2026-04-12 19:00:00,299.1,308.5,1647,35.0,74,0,No Failure
REC-02445,PRESS-01,L49624,2026-04-12 20:00:00,299.2,308.6,1267,68.2,76,1,Power Failure
REC-02446,CNC-03,H31859,2026-04-12 21:00:00,299.2,308.7,1375,55.1,78,0,No Failure
REC-02447,PRESS-01,L49626,2026-04-12 22:00:00,299.3,308.6,1422,48.9,83,0,No Failure
REC-02448,PRESS-01,L49627,2026-04-12 23:00:00,299.3,308.7,1408,48.7,85,0,No Failure
REC-02449,PRESS-01,L49628,2026-04-13 00:00:00,299.4,308.9,1440,42.5,87,0,No Failure
REC-02450,PRESS-01,L49629,2026-04-13 01:00:00,299.3,308.8,1772,25.2,89,0,No Failure
REC-02451,PRESS-01,L49630,2026-04-13 02:00:00,299.2,308.7,1492,37.8,91,0,No Failure
REC-02452,PRESS-01,L49631,2026-04-13 03:00:00,299.2,308.7,1650,30.5,93,0,No Failure
REC-02453,CONV-01,M17312,2026-04-13 04:00:00,299.1,308.6,2329,14.6,95,0,No Failure
REC-02454,PRESS-01,L49633,2026-04-13 05:00:00,299.0,308.6,1648,30.8,98,0,No Failure
REC-02455,PRESS-01,L49634,2026-04-13 06:00:00,299.0,308.6,1653,31.7,100,0,No Failure
REC-02456,PRESS-01,L49635,2026-04-13 07:00:00,299.0,308.6,1946,22.3,102,0,No Failure
REC-02457,PRESS-01,L49636,2026-04-13 08:00:00,299.1,308.6,1555,36.6,104,0,No Failure
REC-02458,PRESS-01,L49637,2026-04-13 09:00:00,299.0,308.6,1661,32.2,106,0,No Failure
REC-02459,PRESS-01,L49638,2026-04-13 10:00:00,299.0,308.6,1434,45.9,108,0,No Failure
REC-02460,PRESS-01,L49639,2026-04-13 11:00:00,299.0,308.6,1297,54.2,110,0,No Failure
REC-02461,PRESS-01,L49640,2026-04-13 12:00:00,299.0,308.6,1466,46.4,112,0,No Failure
REC-02462,CONV-02,M17321,2026-04-13 13:00:00,298.9,308.6,1517,39.8,114,0,No Failure
REC-02463,PRESS-01,L49642,2026-04-13 14:00:00,298.9,308.5,1742,34.5,117,0,No Failure
REC-02464,PRESS-01,L49643,2026-04-13 15:00:00,298.9,308.5,1580,39.1,119,0,No Failure
REC-02465,CONV-01,M17324,2026-04-13 16:00:00,298.9,308.5,1534,42.9,121,0,No Failure
REC-02466,PRESS-01,L49645,2026-04-13 17:00:00,298.9,308.6,1481,40.7,124,0,No Failure
REC-02467,PRESS-01,L49646,2026-04-13 18:00:00,299.0,308.6,1429,37.7,126,0,No Failure
REC-02468,CONV-02,M17327,2026-04-13 19:00:00,298.9,308.6,1574,33.5,128,0,No Failure
REC-02469,CONV-01,M17328,2026-04-13 20:00:00,298.9,308.6,1524,40.4,131,0,No Failure
REC-02470,PRESS-01,L49649,2026-04-13 21:00:00,299.0,308.7,1507,37.5,134,0,No Failure
REC-02471,PRESS-01,L49650,2026-04-13 22:00:00,298.9,308.5,1467,44.7,136,0,No Failure
REC-02472,PRESS-01,L49651,2026-04-13 23:00:00,298.9,308.4,1301,51.1,138,0,No Failure
REC-02473,PRESS-01,L49652,2026-04-14 00:00:00,298.9,308.5,1429,55.1,140,0,No Failure
REC-02474,CONV-02,M17333,2026-04-14 01:00:00,298.9,308.5,1555,37.6,142,0,No Failure
REC-02475,PRESS-01,L49654,2026-04-14 02:00:00,298.9,308.5,1503,40.6,145,0,No Failure
REC-02476,PRESS-01,L49655,2026-04-14 03:00:00,298.9,308.5,1459,43.1,147,0,No Failure
REC-02477,CNC-01,H31890,2026-04-14 04:00:00,298.9,308.4,1449,42.4,149,0,No Failure
REC-02478,PRESS-01,L49657,2026-04-14 05:00:00,298.9,308.5,1387,57.3,154,0,No Failure
REC-02479,CONV-01,M17338,2026-04-14 06:00:00,298.9,308.5,1456,50.0,156,0,No Failure
REC-02480,PRESS-01,L49659,2026-04-14 07:00:00,299.0,308.5,1604,34.7,159,0,No Failure
REC-02481,PRESS-01,L49660,2026-04-14 08:00:00,299.0,308.6,1734,32.4,161,0,No Failure
REC-02482,PRESS-01,L49661,2026-04-14 09:00:00,299.0,308.6,1378,47.8,163,0,No Failure
REC-02483,PRESS-01,L49662,2026-04-14 10:00:00,298.9,308.7,1504,41.8,165,0,No Failure
REC-02484,CONV-02,M17343,2026-04-14 11:00:00,298.9,308.7,1402,49.8,167,0,No Failure
REC-02485,CNC-02,H31898,2026-04-14 12:00:00,298.8,308.6,1524,37.7,170,0,No Failure
REC-02486,PRESS-01,L49665,2026-04-14 13:00:00,298.8,308.6,1593,35.5,175,0,No Failure
REC-02487,CONV-01,M17346,2026-04-14 14:00:00,298.9,308.7,1772,28.4,177,0,No Failure
REC-02488,CNC-03,H31901,2026-04-14 15:00:00,298.9,308.6,1623,31.0,180,0,No Failure
REC-02489,PRESS-01,L49668,2026-04-14 16:00:00,298.9,308.7,1356,50.7,185,0,No Failure
REC-02490,CNC-01,H31903,2026-04-14 17:00:00,298.9,308.7,1500,41.6,187,0,No Failure
REC-02491,CNC-02,H31904,2026-04-14 18:00:00,299.1,308.8,1566,46.6,192,0,No Failure
REC-02492,PRESS-01,L49671,2026-04-14 19:00:00,299.1,308.9,1445,43.4,197,0,No Failure
REC-02493,CNC-03,H31906,2026-04-14 20:00:00,299.0,308.8,1382,58.5,199,0,No Failure
REC-02494,CONV-02,M17353,2026-04-14 21:00:00,299.0,308.8,1418,45.7,204,0,No Failure
REC-02495,PRESS-01,L49674,2026-04-14 22:00:00,299.1,308.8,1329,53.6,207,1,Overstrain Failure
REC-02496,CONV-01,M17355,2026-04-14 23:00:00,299.1,308.8,1491,41.0,209,0,No Failure
REC-02497,CONV-02,M17356,2026-04-15 00:00:00,299.2,308.9,1573,37.4,212,0,No Failure
REC-02498,CONV-01,M17357,2026-04-15 01:00:00,299.2,308.9,1521,42.3,215,0,No Failure
REC-02499,PRESS-01,L49678,2026-04-15 02:00:00,299.1,308.9,1467,47.2,218,0,No Failure
REC-02500,CONV-02,M17359,2026-04-15 03:00:00,299.1,308.9,1325,48.4,220,0,No Failure
REC-02501,PRESS-01,L49680,2026-04-15 04:00:00,299.1,308.9,1617,32.3,223,0,No Failure
REC-02502,CONV-01,M17361,2026-04-15 05:00:00,299.1,308.9,1476,42.7,225,0,No Failure
REC-02503,PRESS-01,L49682,2026-04-15 06:00:00,299.2,309.0,1515,48.9,228,1,Overstrain Failure
REC-02504,PRESS-01,L49683,2026-04-15 07:00:00,299.2,309.0,1408,47.2,0,0,No Failure
REC-02505,PRESS-01,L49684,2026-04-15 08:00:00,299.2,309.1,1468,45.6,2,0,No Failure
REC-02506,PRESS-01,L49685,2026-04-15 09:00:00,299.2,309.1,1387,48.7,4,0,No Failure
REC-02507,CONV-02,M17366,2026-04-15 10:00:00,299.2,309.1,1503,34.7,6,0,No Failure
REC-02508,CNC-01,H31921,2026-04-15 11:00:00,299.2,309.1,1410,47.1,9,0,No Failure
REC-02509,PRESS-01,L49688,2026-04-15 12:00:00,299.0,308.9,1615,30.6,14,0,No Failure
REC-02510,PRESS-01,L49689,2026-04-15 13:00:00,299.0,308.9,1511,35.9,16,0,No Failure
REC-02511,PRESS-01,L49690,2026-04-15 14:00:00,299.1,309.0,1405,53.8,18,0,No Failure
REC-02512,CONV-01,M17371,2026-04-15 15:00:00,299.0,308.9,1526,41.1,20,0,No Failure
REC-02513,PRESS-01,L49692,2026-04-15 16:00:00,298.9,308.8,1530,38.3,23,0,No Failure
REC-02514,PRESS-01,L49693,2026-04-15 17:00:00,299.0,308.7,1583,32.5,25,0,No Failure
REC-02515,PRESS-01,L49694,2026-04-15 18:00:00,298.9,308.6,2069,18.7,27,0,No Failure
REC-02516,PRESS-01,L49695,2026-04-15 19:00:00,298.8,308.5,1490,35.0,29,0,No Failure
REC-02517,PRESS-01,L49696,2026-04-15 20:00:00,298.8,308.5,1736,29.0,31,0,No Failure
REC-02518,PRESS-01,L49697,2026-04-15 21:00:00,298.8,308.5,1395,44.4,33,0,No Failure
REC-02519,CONV-02,M17378,2026-04-15 22:00:00,298.9,308.6,1425,49.6,35,0,No Failure
REC-02520,PRESS-01,L49699,2026-04-15 23:00:00,298.8,308.6,1631,32.4,38,0,No Failure
REC-02521,PRESS-01,L49700,2026-04-16 00:00:00,298.8,308.6,1535,41.2,40,0,No Failure
REC-02522,PRESS-01,L49701,2026-04-16 01:00:00,298.8,308.6,1584,34.4,42,0,No Failure
REC-02523,CONV-01,M17382,2026-04-16 02:00:00,298.8,308.7,1543,38.2,44,0,No Failure
REC-02524,PRESS-01,L49703,2026-04-16 03:00:00,298.8,308.7,1635,35.2,47,0,No Failure
REC-02525,CONV-02,M17384,2026-04-16 04:00:00,298.8,308.7,1446,45.5,49,0,No Failure
REC-02526,CONV-01,M17385,2026-04-16 05:00:00,298.8,308.6,1598,35.1,52,0,No Failure
REC-02527,PRESS-01,L49706,2026-04-16 06:00:00,298.8,308.6,1501,35.0,55,0,No Failure
REC-02528,PRESS-01,L49707,2026-04-16 07:00:00,298.8,308.5,1450,50.8,57,0,No Failure
REC-02529,PRESS-01,L49708,2026-04-16 08:00:00,298.8,308.6,1730,25.9,59,0,No Failure
REC-02530,CONV-02,M17389,2026-04-16 09:00:00,298.8,308.6,1571,33.7,61,0,No Failure
REC-02531,PRESS-01,L49710,2026-04-16 10:00:00,298.9,308.7,1438,51.7,64,0,No Failure
REC-02532,CONV-01,M17391,2026-04-16 11:00:00,298.8,308.5,1510,38.7,66,0,No Failure
REC-02533,PRESS-01,L49712,2026-04-16 12:00:00,298.9,308.7,1389,44.9,69,0,No Failure
REC-02534,PRESS-01,L49713,2026-04-16 13:00:00,298.8,308.7,1490,33.6,71,0,No Failure
REC-02535,PRESS-01,L49714,2026-04-16 14:00:00,298.9,308.7,1729,26.6,73,0,No Failure
REC-02536,PRESS-01,L49715,2026-04-16 15:00:00,299.0,308.8,1495,38.4,75,0,No Failure
REC-02537,PRESS-01,L49716,2026-04-16 16:00:00,298.9,308.8,1281,53.9,77,0,No Failure
REC-02538,CNC-02,H31951,2026-04-16 17:00:00,298.9,308.7,1353,48.1,79,0,No Failure
REC-02539,PRESS-01,L49718,2026-04-16 18:00:00,299.1,308.8,1429,50.1,84,0,No Failure
REC-02540,PRESS-01,L49719,2026-04-16 19:00:00,299.1,308.8,1413,42.1,86,0,No Failure
REC-02541,PRESS-01,L49720,2026-04-16 20:00:00,299.1,308.8,1502,38.3,88,0,No Failure
REC-02542,CNC-03,H31955,2026-04-16 21:00:00,299.1,308.8,1553,32.6,90,0,No Failure
REC-02543,CNC-01,H31956,2026-04-16 22:00:00,299.2,308.9,1712,26.4,95,0,No Failure
REC-02544,PRESS-01,L49723,2026-04-16 23:00:00,299.3,309.0,1786,23.5,100,0,No Failure
REC-02545,PRESS-01,L49724,2026-04-17 00:00:00,299.2,309.0,1951,21.4,102,0,No Failure
REC-02546,CONV-02,M17405,2026-04-17 01:00:00,299.2,309.0,1541,36.3,104,0,No Failure
REC-02547,PRESS-01,L49726,2026-04-17 02:00:00,299.2,309.1,1605,34.3,107,0,No Failure
REC-02548,PRESS-01,L49727,2026-04-17 03:00:00,299.2,309.1,1578,38.1,109,0,No Failure
REC-02549,CONV-01,M17408,2026-04-17 04:00:00,299.3,309.2,1440,37.5,111,0,No Failure
REC-02550,PRESS-01,L49729,2026-04-17 05:00:00,299.4,309.2,1489,42.3,114,0,No Failure
REC-02551,PRESS-01,L49730,2026-04-17 06:00:00,299.4,309.3,1366,48.4,116,0,No Failure
REC-02552,PRESS-01,L49731,2026-04-17 07:00:00,299.3,309.2,1541,37.2,118,0,No Failure
REC-02553,CNC-02,H31966,2026-04-17 08:00:00,299.3,309.1,1552,40.7,120,0,No Failure
REC-02554,PRESS-01,L49733,2026-04-17 09:00:00,299.3,309.1,1473,40.3,125,0,No Failure
REC-02555,PRESS-01,L49734,2026-04-17 10:00:00,299.3,309.1,1531,37.9,127,0,No Failure
REC-02556,PRESS-01,L49735,2026-04-17 11:00:00,299.3,309.2,1511,37.2,129,0,No Failure
REC-02557,CONV-02,M17416,2026-04-17 12:00:00,299.3,309.1,1449,47.9,131,0,No Failure
REC-02558,CONV-01,M17417,2026-04-17 13:00:00,299.4,309.1,1440,50.0,134,0,No Failure
REC-02559,CONV-02,M17418,2026-04-17 14:00:00,299.2,309.0,1881,23.9,137,0,No Failure
REC-02560,PRESS-01,L49739,2026-04-17 15:00:00,299.3,309.0,1447,50.4,140,0,No Failure
REC-02561,CONV-01,M17420,2026-04-17 16:00:00,299.4,309.1,1326,62.0,142,0,No Failure
REC-02562,PRESS-01,L49741,2026-04-17 17:00:00,299.4,309.2,1607,31.7,145,0,No Failure
REC-02563,PRESS-01,L49742,2026-04-17 18:00:00,299.3,309.1,1551,39.1,147,0,No Failure
REC-02564,PRESS-01,L49743,2026-04-17 19:00:00,299.3,309.1,1496,37.2,149,0,No Failure
REC-02565,PRESS-01,L49744,2026-04-17 20:00:00,299.3,309.1,1493,38.0,151,0,No Failure
REC-02566,PRESS-01,L49745,2026-04-17 21:00:00,299.4,309.1,1304,50.5,153,0,No Failure
REC-02567,CONV-02,M17426,2026-04-17 22:00:00,299.3,309.0,1420,41.6,155,0,No Failure
REC-02568,PRESS-01,L49747,2026-04-17 23:00:00,299.4,309.1,1766,24.6,158,0,No Failure
REC-02569,PRESS-01,L49748,2026-04-18 00:00:00,299.6,309.2,1450,43.1,160,0,No Failure
REC-02570,CNC-03,H31983,2026-04-18 01:00:00,299.5,309.2,1872,22.6,162,0,No Failure
REC-02571,PRESS-01,L49750,2026-04-18 02:00:00,299.6,309.2,1713,26.5,167,0,No Failure
REC-02572,CONV-01,M17431,2026-04-18 03:00:00,299.5,309.2,1497,40.9,169,0,No Failure
REC-02573,CONV-02,M17432,2026-04-18 04:00:00,299.4,309.1,1352,44.7,172,0,No Failure
REC-02574,PRESS-01,L49753,2026-04-18 05:00:00,299.5,309.2,1499,41.5,175,0,No Failure
REC-02575,PRESS-01,L49754,2026-04-18 06:00:00,299.5,309.3,1972,19.3,177,0,No Failure
REC-02576,PRESS-01,L49755,2026-04-18 07:00:00,299.5,309.3,1422,49.2,179,0,No Failure
REC-02577,PRESS-01,L49756,2026-04-18 08:00:00,299.5,309.3,1523,41.5,181,0,No Failure
REC-02578,PRESS-01,L49757,2026-04-18 09:00:00,299.5,309.4,1563,41.5,183,0,No Failure
REC-02579,PRESS-01,L49758,2026-04-18 10:00:00,299.4,309.3,1391,46.6,185,0,No Failure
REC-02580,PRESS-01,L49759,2026-04-18 11:00:00,299.3,309.1,1795,24.7,187,0,No Failure
REC-02581,PRESS-01,L49760,2026-04-18 12:00:00,299.3,309.1,1293,53.7,189,0,No Failure
REC-02582,PRESS-01,L49761,2026-04-18 13:00:00,299.2,309.1,1345,60.7,191,1,Overstrain Failure
REC-02583,PRESS-01,L49762,2026-04-18 14:00:00,299.2,309.0,1615,33.7,193,0,No Failure
REC-02584,PRESS-01,L49763,2026-04-18 15:00:00,299.2,308.9,1342,50.8,195,0,No Failure
REC-02585,PRESS-01,L49764,2026-04-18 16:00:00,299.1,308.8,1502,46.7,197,0,No Failure
REC-02586,CONV-01,M17445,2026-04-18 17:00:00,299.0,308.7,1620,35.4,199,0,No Failure
REC-02587,PRESS-01,L49766,2026-04-18 18:00:00,299.0,308.7,1537,42.8,202,0,No Failure
REC-02588,PRESS-01,L49767,2026-04-18 19:00:00,299.0,308.7,2248,16.8,204,0,No Failure
REC-02589,PRESS-01,L49768,2026-04-18 20:00:00,299.0,308.7,1706,28.6,206,0,No Failure
REC-02590,PRESS-01,L49769,2026-04-18 21:00:00,299.0,308.7,2250,16.6,208,0,No Failure
REC-02591,PRESS-01,L49770,2026-04-18 22:00:00,299.0,308.7,1396,48.6,0,0,No Failure
REC-02592,PRESS-01,L49771,2026-04-18 23:00:00,298.9,308.6,1522,46.4,2,0,No Failure
REC-02593,PRESS-01,L49772,2026-04-19 00:00:00,298.9,308.6,1539,45.4,4,0,No Failure
REC-02594,CNC-01,H32007,2026-04-19 01:00:00,298.9,308.5,1415,54.0,6,0,No Failure
REC-02595,PRESS-01,L49774,2026-04-19 02:00:00,298.8,308.5,1446,37.0,11,0,No Failure
REC-02596,CONV-02,M17455,2026-04-19 03:00:00,298.8,308.6,1486,41.1,13,0,No Failure
REC-02597,PRESS-01,L49776,2026-04-19 04:00:00,299.0,308.7,1426,38.6,16,0,No Failure
REC-02598,PRESS-01,L49777,2026-04-19 05:00:00,299.0,308.7,1449,38.9,18,0,No Failure
REC-02599,PRESS-01,L49778,2026-04-19 06:00:00,299.1,308.8,1320,67.5,20,1,Power Failure
REC-02600,CONV-01,M17459,2026-04-19 07:00:00,299.2,308.9,1447,39.6,22,0,No Failure
REC-02601,PRESS-01,L49780,2026-04-19 08:00:00,299.3,309.0,1422,47.3,25,0,No Failure
REC-02602,PRESS-01,L49781,2026-04-19 09:00:00,299.3,309.1,1399,52.1,27,0,No Failure
REC-02603,PRESS-01,L49782,2026-04-19 10:00:00,299.4,309.2,1427,41.5,29,0,No Failure
REC-02604,CONV-02,M17463,2026-04-19 11:00:00,299.3,309.2,1334,46.3,31,0,No Failure
REC-02605,CONV-01,M17464,2026-04-19 12:00:00,299.3,309.1,1385,45.6,34,0,No Failure
REC-02606,PRESS-01,L49785,2026-04-19 13:00:00,299.4,309.2,1552,37.4,37,0,No Failure
REC-02607,CNC-02,H32020,2026-04-19 14:00:00,299.4,309.3,1534,37.5,39,0,No Failure
REC-02608,PRESS-01,L49787,2026-04-19 15:00:00,299.4,309.3,1448,48.6,44,0,No Failure
REC-02609,PRESS-01,L49788,2026-04-19 16:00:00,299.5,309.3,1409,44.7,46,0,No Failure
REC-02610,PRESS-01,L49789,2026-04-19 17:00:00,299.4,309.2,1621,34.5,48,0,No Failure
REC-02611,CNC-03,H32024,2026-04-19 18:00:00,299.4,309.1,1547,40.9,50,0,No Failure
REC-02612,PRESS-01,L49791,2026-04-19 19:00:00,299.4,309.1,1957,22.1,55,0,No Failure
REC-02613,PRESS-01,L49792,2026-04-19 20:00:00,299.4,309.1,2421,14.2,57,0,No Failure
REC-02614,CONV-02,M17473,2026-04-19 21:00:00,299.3,309.1,1571,38.3,59,0,No Failure
REC-02615,PRESS-01,L49794,2026-04-19 22:00:00,299.3,309.1,1634,36.8,62,0,No Failure
REC-02616,PRESS-01,L49795,2026-04-19 23:00:00,299.3,309.0,1516,38.7,64,0,No Failure
REC-02617,PRESS-01,L49796,2026-04-20 00:00:00,299.4,309.1,1207,66.5,66,0,No Failure
REC-02618,PRESS-01,L49797,2026-04-20 01:00:00,299.4,309.1,1670,35.9,68,0,No Failure
REC-02619,CONV-01,M17478,2026-04-20 02:00:00,299.4,309.1,1461,48.6,70,0,No Failure
REC-02620,PRESS-01,L49799,2026-04-20 03:00:00,299.4,309.2,1569,40.8,73,0,No Failure
REC-02621,PRESS-01,L49800,2026-04-20 04:00:00,299.4,309.2,1556,35.7,75,0,No Failure
REC-02622,CONV-02,M17481,2026-04-20 05:00:00,299.5,309.3,1506,41.5,77,0,No Failure
REC-02623,CONV-01,M17482,2026-04-20 06:00:00,299.6,309.4,1642,30.3,80,0,No Failure
REC-02624,CONV-02,M17483,2026-04-20 07:00:00,299.6,309.4,1283,62.1,83,0,No Failure
REC-02625,CNC-01,H32038,2026-04-20 08:00:00,299.7,309.5,1375,46.8,86,0,No Failure
REC-02626,PRESS-01,L49805,2026-04-20 09:00:00,299.7,309.4,1399,39.9,91,0,No Failure
REC-02627,PRESS-01,L49806,2026-04-20 10:00:00,299.7,309.4,1650,29.8,93,0,No Failure
REC-02628,CONV-01,M17487,2026-04-20 11:00:00,299.8,309.6,1346,53.2,95,0,No Failure
REC-02629,CNC-02,H32042,2026-04-20 12:00:00,299.9,309.6,1410,51.2,98,0,No Failure
REC-02630,PRESS-01,L49809,2026-04-20 13:00:00,300.0,309.7,1586,37.8,103,0,No Failure
REC-02631,PRESS-01,L49810,2026-04-20 14:00:00,300.0,309.8,1372,39.6,105,0,No Failure
REC-02632,CNC-03,H32045,2026-04-20 15:00:00,300.0,309.7,1529,42.4,107,0,No Failure
REC-02633,CONV-02,M17492,2026-04-20 16:00:00,300.0,309.7,1652,28.6,112,0,No Failure
REC-02634,PRESS-01,L49813,2026-04-20 17:00:00,300.1,309.8,1532,39.8,115,0,No Failure
REC-02635,PRESS-01,L49814,2026-04-20 18:00:00,300.0,309.7,1554,32.0,117,0,No Failure
REC-02636,CNC-01,H32049,2026-04-20 19:00:00,299.9,309.6,1462,51.0,119,0,No Failure
REC-02637,PRESS-01,L49816,2026-04-20 20:00:00,299.9,309.6,1254,61.3,124,0,No Failure
REC-02638,PRESS-01,L49817,2026-04-20 21:00:00,299.9,309.6,1294,49.7,126,0,No Failure
REC-02639,PRESS-01,L49818,2026-04-20 22:00:00,299.8,309.5,1739,27.5,128,0,No Failure
REC-02640,CONV-01,M17499,2026-04-20 23:00:00,299.8,309.4,1412,47.8,130,0,No Failure
REC-02641,CONV-02,M17500,2026-04-21 00:00:00,299.9,309.5,1372,56.2,133,0,No Failure
REC-02642,CNC-02,H32055,2026-04-21 01:00:00,299.8,309.5,1420,46.7,136,0,No Failure
REC-02643,PRESS-01,L49822,2026-04-21 02:00:00,299.8,309.5,1542,40.3,141,0,No Failure
REC-02644,CONV-01,M17503,2026-04-21 03:00:00,299.8,309.4,1401,48.1,143,0,No Failure
REC-02645,PRESS-01,L49824,2026-04-21 04:00:00,299.8,309.4,1510,42.5,146,0,No Failure
REC-02646,CNC-03,H32059,2026-04-21 05:00:00,299.9,309.5,1547,38.5,148,0,No Failure
REC-02647,CONV-02,M17506,2026-04-21 06:00:00,299.8,309.5,1453,43.2,153,0,No Failure
